Match_Date,Match_Format,Opponent,Winner,Margin,Ground,Year,Gender,Toss_Winner,Toss_Decision,Player_of_Match,Event_Name
5/19/2016,Test,England,Opponent,88 runs,Headingley,2016,male,Sri Lanka,field,JM Bairstow,Sri Lanka in England Test Series
5/27/2016,Test,England,Opponent,9 wickets,Riverside Ground,2016,male,England,bat,JM Anderson,Sri Lanka in England Test Series
6/9/2016,Test,England,Draw,,Lord's,2016,male,England,bat,JM Bairstow,Sri Lanka in England Test Series
6/18/2016,ODI,Ireland,Sri Lanka,136 runs,"The Village, Malahide",2016,male,Ireland,field,,Sri Lanka in Ireland ODI Series
6/21/2016,ODI,England,Tie,,Trent Bridge,2016,male,England,field,CR Woakes,Sri Lanka in England ODI Series
6/24/2016,ODI,England,Opponent,10 wickets,Edgbaston,2016,male,Sri Lanka,bat,JJ Roy,Sri Lanka in England ODI Series
6/26/2016,ODI,England,No Result,,County Ground,2016,male,England,field,,Sri Lanka in England ODI Series
6/29/2016,ODI,England,Opponent,6 wickets,Kennington Oval,2016,male,England,field,JJ Roy,Sri Lanka in England ODI Series
7/2/2016,ODI,England,Opponent,122 runs,Sophia Gardens,2016,male,Sri Lanka,field,JC Buttler,Sri Lanka in England ODI Series
7/5/2016,T20,England,Opponent,8 wickets,The Rose Bowl,2016,male,Sri Lanka,bat,JC Buttler,
7/26/2016,Test,Australia,Sri Lanka,106 runs,Pallekele International Cricket Stadium,2016,male,Sri Lanka,bat,BKG Mendis,Warne-Muralitharan Trophy
8/4/2016,Test,Australia,Sri Lanka,229 runs,Galle International Stadium,2016,male,Sri Lanka,bat,MDK Perera,Warne-Muralitharan Trophy
8/13/2016,Test,Australia,Sri Lanka,163 runs,Sinhalese Sports Club Ground,2016,male,Sri Lanka,bat,HMRKB Herath,Warne-Muralitharan Trophy
8/21/2016,ODI,Australia,Opponent,3 wickets,R Premadasa Stadium,2016,male,Australia,field,JP Faulkner,Australia in Sri Lanka ODI Series
8/24/2016,ODI,Australia,Sri Lanka,82 runs,R Premadasa Stadium,2016,male,Sri Lanka,bat,AD Mathews,Australia in Sri Lanka ODI Series
8/28/2016,ODI,Australia,Opponent,2 wickets,Rangiri Dambulla International Stadium,2016,male,Sri Lanka,bat,GJ Bailey,Australia in Sri Lanka ODI Series
8/31/2016,ODI,Australia,Opponent,6 wickets,Rangiri Dambulla International Stadium,2016,male,Sri Lanka,bat,JW Hastings,Australia in Sri Lanka ODI Series
9/4/2016,ODI,Australia,Opponent,5 wickets,Pallekele International Cricket Stadium,2016,male,Sri Lanka,bat,DA Warner,Australia in Sri Lanka ODI Series
9/6/2016,T20,Australia,Opponent,85 runs,Pallekele International Cricket Stadium,2016,male,Sri Lanka,field,GJ Maxwell,Australia in Sri Lanka T20I Series
9/9/2016,T20,Australia,Opponent,4 wickets,R Premadasa Stadium,2016,male,Sri Lanka,bat,GJ Maxwell,Australia in Sri Lanka T20I Series
9/18/2016,ODI,Australia,Opponent,4 wickets,Rangiri Dambulla International Stadium,2016,female,Sri Lanka,bat,,Australia Women in Sri Lanka ODI Series
9/25/2016,ODI,Australia,Opponent,137 runs,Khettarama Stadium,2016,female,Australia,bat,NE Bolton,ICC Women's Championship
9/27/2016,T20,Australia,Opponent,10 wickets,Sinhalese Sports Club Ground,2016,female,Australia,field,KM Beams,
10/29/2016,Test,Zimbabwe,Sri Lanka,225 runs,Harare Sports Club,2016,male,Sri Lanka,bat,AG Cremer,Sri Lanka in Zimbabwe Test Series
11/6/2016,Test,Zimbabwe,Sri Lanka,257 runs,Harare Sports Club,2016,male,Zimbabwe,field,HMRKB Herath,Sri Lanka in Zimbabwe Test Series
11/9/2016,ODI,England,Opponent,8 wickets,Sinhalese Sports Club Ground,2016,female,Sri Lanka,bat,,England Women in Sri Lanka ODI Series
11/14/2016,ODI,Zimbabwe,Sri Lanka,8 wickets,Harare Sports Club,2016,male,Sri Lanka,field,DM de Silva,Zimbabwe Tri-Nation Series
11/15/2016,ODI,England,Opponent,5 wickets,R Premadasa Stadium,2016,female,Sri Lanka,bat,,ICC Women's Championship
11/16/2016,ODI,West Indies,Opponent,62 runs,Harare Sports Club,2016,male,Sri Lanka,field,JO Holder,Zimbabwe Tri-Nation Series
11/17/2016,ODI,England,Opponent,162 runs,R Premadasa Stadium,2016,female,England,bat,,ICC Women's Championship
11/21/2016,ODI,Zimbabwe,No Result,,Queens Sports Club,2016,male,Zimbabwe,bat,,Zimbabwe Tri-Nation Series
11/23/2016,ODI,West Indies,Sri Lanka,1 runs,Queens Sports Club,2016,male,West Indies,field,BKG Mendis,Zimbabwe Tri-Nation Series
11/27/2016,ODI,Zimbabwe,Sri Lanka,6 wickets,Queens Sports Club,2016,male,Zimbabwe,bat,BKG Mendis,Zimbabwe Tri-Nation Series
12/26/2016,Test,South Africa,Opponent,206 runs,St George's Park,2016,male,South Africa,bat,SC Cook,Sri Lanka in South Africa Test Series
1/2/2017,Test,South Africa,Opponent,282 runs,Newlands,2017,male,Sri Lanka,field,K Rabada,Sri Lanka in South Africa Test Series
1/12/2017,Test,South Africa,Opponent,118 runs,New Wanderers Stadium,2017,male,South Africa,bat,JP Duminy,Sri Lanka in South Africa Test Series
1/20/2017,T20,South Africa,Opponent,19 runs,SuperSport Park,2017,male,Sri Lanka,field,L Ngidi,Sri Lanka in South Africa T20I Series
1/22/2017,T20,South Africa,Sri Lanka,3 wickets,New Wanderers Stadium,2017,male,South Africa,bat,AD Mathews,Sri Lanka in South Africa T20I Series
1/25/2017,T20,South Africa,Sri Lanka,5 wickets,Newlands,2017,male,South Africa,bat,N Dickwella,Sri Lanka in South Africa T20I Series
1/28/2017,ODI,South Africa,Opponent,8 wickets,St George's Park,2017,male,South Africa,field,Imran Tahir,Sri Lanka in South Africa ODI Series
2/1/2017,ODI,South Africa,Opponent,121 runs,Kingsmead,2017,male,Sri Lanka,field,F du Plessis,Sri Lanka in South Africa ODI Series
2/4/2017,ODI,South Africa,Opponent,7 wickets,New Wanderers Stadium,2017,male,South Africa,field,D Pretorius,Sri Lanka in South Africa ODI Series
2/7/2017,ODI,India,Opponent,114 runs,P Sara Oval,2017,female,India,bat,DP Vaidya,ICC Women's World Cup Qualifier
2/7/2017,ODI,South Africa,Opponent,40 runs,Newlands,2017,male,South Africa,bat,F du Plessis,Sri Lanka in South Africa ODI Series
2/8/2017,ODI,Ireland,Sri Lanka,146 runs,Nondescripts Cricket Club Ground,2017,female,Sri Lanka,bat,SIP Fernando,ICC Women's World Cup Qualifier
2/10/2017,ODI,South Africa,Opponent,88 runs,SuperSport Park,2017,male,Sri Lanka,field,HM Amla,Sri Lanka in South Africa ODI Series
2/15/2017,ODI,Pakistan,Sri Lanka,5 wickets,Nondescripts Cricket Club Ground,2017,female,Sri Lanka,field,LE Kaushalya,ICC Women's World Cup Qualifier
2/17/2017,ODI,South Africa,Opponent,9 wickets,P Sara Oval,2017,female,Sri Lanka,bat,S Luus,ICC Women's World Cup Qualifier
2/17/2017,T20,Australia,Sri Lanka,5 wickets,Melbourne Cricket Ground,2017,male,Sri Lanka,field,DAS Gunaratne,Sri Lanka in Australia T20I Series
2/19/2017,ODI,Bangladesh,Sri Lanka,42 runs,Nondescripts Cricket Club Ground,2017,female,Bangladesh,field,AC Jayangani,ICC Women's World Cup Qualifier
2/19/2017,T20,Australia,Sri Lanka,2 wickets,"Simonds Stadium, South Geelong",2017,male,Sri Lanka,field,DAS Gunaratne,Sri Lanka in Australia T20I Series
2/22/2017,T20,Australia,Opponent,41 runs,Adelaide Oval,2017,male,Sri Lanka,field,A Zampa,Sri Lanka in Australia T20I Series
3/7/2017,Test,Bangladesh,Sri Lanka,259 runs,Galle International Stadium,2017,male,Sri Lanka,bat,BKG Mendis,Bangladesh in Sri Lanka Test Series
3/15/2017,Test,Bangladesh,Opponent,4 wickets,P Sara Oval,2017,male,Sri Lanka,bat,Tamim Iqbal,Bangladesh in Sri Lanka Test Series
3/25/2017,ODI,Bangladesh,Opponent,90 runs,Rangiri Dambulla International Stadium,2017,male,Sri Lanka,field,Tamim Iqbal,Bangladesh in Sri Lanka ODI Series
3/28/2017,ODI,Bangladesh,No Result,,Rangiri Dambulla International Stadium,2017,male,Sri Lanka,bat,,Bangladesh in Sri Lanka ODI Series
4/1/2017,ODI,Bangladesh,Sri Lanka,70 runs,Sinhalese Sports Club Ground,2017,male,Bangladesh,field,NLTC Perera,Bangladesh in Sri Lanka ODI Series
4/4/2017,T20,Bangladesh,Sri Lanka,6 wickets,R Premadasa Stadium,2017,male,Bangladesh,bat,MDKJ Perera,Bangladesh in Sri Lanka T20I Series
4/6/2017,T20,Bangladesh,Opponent,45 runs,R Premadasa Stadium,2017,male,Bangladesh,bat,Shakib Al Hasan,Bangladesh in Sri Lanka T20I Series
6/3/2017,ODI,South Africa,Opponent,96 runs,Kennington Oval,2017,male,Sri Lanka,field,Imran Tahir,ICC Champions Trophy
6/8/2017,ODI,India,Sri Lanka,7 wickets,Kennington Oval,2017,male,Sri Lanka,field,BKG Mendis,ICC Champions Trophy
6/12/2017,ODI,Pakistan,Opponent,3 wickets,Sophia Gardens,2017,male,Pakistan,field,Sarfraz Ahmed,ICC Champions Trophy
6/24/2017,ODI,New Zealand,Opponent,9 wickets,County Ground,2017,female,New Zealand,field,HR Huddleston,ICC Women's World Cup
6/29/2017,ODI,Australia,Opponent,8 wickets,County Ground,2017,female,Australia,field,AC Jayangani,ICC Women's World Cup
6/30/2017,ODI,Zimbabwe,Opponent,6 wickets,Galle International Stadium,2017,male,Sri Lanka,bat,SF Mire,Zimbabwe in Sri Lanka ODI Series
7/2/2017,ODI,England,Opponent,7 wickets,County Ground,2017,female,Sri Lanka,bat,LA Marsh,ICC Women's World Cup
7/2/2017,ODI,Zimbabwe,Sri Lanka,7 wickets,Galle International Stadium,2017,male,Sri Lanka,field,PADLR Sandakan,Zimbabwe in Sri Lanka ODI Series
7/5/2017,ODI,India,Opponent,16 runs,County Ground,2017,female,India,bat,DB Sharma,ICC Women's World Cup
7/6/2017,ODI,Zimbabwe,Sri Lanka,8 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2017,male,Sri Lanka,field,MD Gunathilaka,Zimbabwe in Sri Lanka ODI Series
7/8/2017,ODI,Zimbabwe,Opponent,4 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2017,male,Sri Lanka,bat,CR Ervine,Zimbabwe in Sri Lanka ODI Series
7/9/2017,ODI,West Indies,Opponent,47 runs,County Ground,2017,female,Sri Lanka,field,A Mohammed,ICC Women's World Cup
7/10/2017,ODI,Zimbabwe,Opponent,3 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2017,male,Zimbabwe,field,Sikandar Raza,Zimbabwe in Sri Lanka ODI Series
7/12/2017,ODI,South Africa,Opponent,8 wickets,County Ground,2017,female,Sri Lanka,bat,D van Niekerk,ICC Women's World Cup
7/14/2017,Test,Zimbabwe,Sri Lanka,4 wickets,"R.Premadasa Stadium, Khettarama",2017,male,Zimbabwe,bat,DAS Gunaratne,Zimbabwe tour of Sri Lanka
7/15/2017,ODI,Pakistan,Sri Lanka,15 runs,Grace Road,2017,female,Sri Lanka,bat,HHC Gunaratne,ICC Women's World Cup
7/26/2017,Test,India,Opponent,304 runs,Galle International Stadium,2017,male,India,bat,S Dhawan,India tour of Sri Lanka
8/3/2017,Test,India,Opponent,53 runs,Sinhalese Sports Club Ground,2017,male,India,bat,RA Jadeja,India tour of Sri Lanka
8/12/2017,Test,India,Opponent,171 runs,Pallekele International Cricket Stadium,2017,male,India,bat,HH Pandya,India tour of Sri Lanka
8/20/2017,ODI,India,Opponent,9 wickets,Rangiri Dambulla International Stadium,2017,male,India,field,S Dhawan,India tour of Sri Lanka
8/24/2017,ODI,India,Opponent,3 wickets,Pallekele International Cricket Stadium,2017,male,India,field,A Dananjaya,India tour of Sri Lanka
8/27/2017,ODI,India,Opponent,6 wickets,Pallekele International Cricket Stadium,2017,male,Sri Lanka,bat,JJ Bumrah,India tour of Sri Lanka
8/31/2017,ODI,India,Opponent,168 runs,"R.Premadasa Stadium, Khettarama",2017,male,India,bat,V Kohli,India tour of Sri Lanka
9/3/2017,ODI,India,Opponent,6 wickets,"R.Premadasa Stadium, Khettarama",2017,male,Sri Lanka,bat,B Kumar,India tour of Sri Lanka
9/6/2017,T20,India,Opponent,7 wickets,"R.Premadasa Stadium, Khettarama",2017,male,India,field,V Kohli,India tour of Sri Lanka
9/28/2017,Test,Pakistan,Sri Lanka,21 runs,Sheikh Zayed Stadium,2017,male,Sri Lanka,bat,HMRKB Herath,Sri Lanka tour of United Arab Emirates and Pakistan
10/6/2017,Test,Pakistan,Sri Lanka,68 runs,Dubai International Cricket Stadium,2017,male,Sri Lanka,bat,FDM Karunaratne,Sri Lanka tour of United Arab Emirates and Pakistan
10/13/2017,ODI,Pakistan,Opponent,83 runs,Dubai International Cricket Stadium,2017,male,Sri Lanka,field,Shoaib Malik,Pakistan tour of United Arab Emirates
10/16/2017,ODI,Pakistan,Opponent,32 runs,Sheikh Zayed Stadium,2017,male,Pakistan,bat,Shadab Khan,Pakistan tour of United Arab Emirates
10/18/2017,ODI,Pakistan,Opponent,7 wickets,Sheikh Zayed Stadium,2017,male,Sri Lanka,bat,Imam-ul-Haq,Pakistan tour of United Arab Emirates
10/20/2017,ODI,Pakistan,Opponent,7 wickets,Sharjah Cricket Stadium,2017,male,Sri Lanka,bat,Babar Azam,Pakistan tour of United Arab Emirates
10/21/2017,T20,West Indies,Opponent,47 runs,Coolidge Cricket Ground,2017,female,West Indies,bat,ASS Fletcher,Sri Lanka Women tour of West Indies
10/23/2017,ODI,Pakistan,Opponent,9 wickets,Sharjah Cricket Stadium,2017,male,Sri Lanka,bat,Usman Shinwari,Pakistan tour of United Arab Emirates
10/26/2017,T20,Pakistan,Opponent,7 wickets,Sheikh Zayed Stadium,2017,male,Pakistan,field,Usman Shinwari,Sri Lanka tour of United Arab Emirates and Pakistan
10/27/2017,T20,Pakistan,Opponent,2 wickets,Sheikh Zayed Stadium,2017,male,Pakistan,field,Shadab Khan,Sri Lanka tour of United Arab Emirates and Pakistan
10/29/2017,T20,Pakistan,Opponent,36 runs,Gaddafi Stadium,2017,male,Sri Lanka,field,Shoaib Malik,Sri Lanka tour of United Arab Emirates and Pakistan
11/16/2017,Test,India,Draw,,Eden Gardens,2017,male,Sri Lanka,field,B Kumar,Sri Lanka tour of India
11/24/2017,Test,India,Opponent,239 runs,"Vidarbha Cricket Association Stadium, Jamtha",2017,male,Sri Lanka,bat,V Kohli,Sri Lanka tour of India
12/2/2017,Test,India,Draw,,Arun Jaitley Stadium,2017,male,India,bat,V Kohli,Sri Lanka tour of India
12/10/2017,ODI,India,Sri Lanka,7 wickets,Himachal Pradesh Cricket Association Stadium,2017,male,Sri Lanka,field,RAS Lakmal,Sri Lanka tour of India
12/13/2017,ODI,India,Opponent,141 runs,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017,male,Sri Lanka,field,RG Sharma,Sri Lanka tour of India
12/17/2017,ODI,India,Opponent,8 wickets,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2017,male,India,field,Kuldeep Yadav,Sri Lanka tour of India
12/20/2017,T20,India,Opponent,93 runs,Barabati Stadium,2017,male,Sri Lanka,field,YS Chahal,Sri Lanka tour of India
12/22/2017,T20,India,Opponent,88 runs,Holkar Cricket Stadium,2017,male,Sri Lanka,field,RG Sharma,Sri Lanka tour of India
12/24/2017,T20,India,Opponent,5 wickets,Wankhede Stadium,2017,male,India,field,JD Unadkat,Sri Lanka tour of India
1/17/2018,ODI,Zimbabwe,Opponent,12 runs,"Shere Bangla National Stadium, Mirpur",2018,male,Sri Lanka,field,Sikandar Raza,Tri-Nation Tournament in Bangladesh
1/19/2018,ODI,Bangladesh,Opponent,163 runs,"Shere Bangla National Stadium, Mirpur",2018,male,Bangladesh,bat,Shakib Al Hasan,Tri-Nation Tournament in Bangladesh
1/21/2018,ODI,Zimbabwe,Sri Lanka,5 wickets,"Shere Bangla National Stadium, Mirpur",2018,male,Zimbabwe,bat,NLTC Perera,Tri-Nation Tournament in Bangladesh
1/25/2018,ODI,Bangladesh,Sri Lanka,10 wickets,"Shere Bangla National Stadium, Mirpur",2018,male,Bangladesh,bat,RAS Lakmal,Tri-Nation Tournament in Bangladesh
1/27/2018,ODI,Bangladesh,Sri Lanka,79 runs,"Shere Bangla National Stadium, Mirpur",2018,male,Sri Lanka,bat,WU Tharanga,Tri-Nation Tournament in Bangladesh
1/31/2018,Test,Bangladesh,Draw,,Zahur Ahmed Chowdhury Stadium,2018,male,Bangladesh,bat,Mominul Haque,Sri Lanka tour of Bangladesh
2/8/2018,Test,Bangladesh,Sri Lanka,215 runs,"Shere Bangla National Stadium, Mirpur",2018,male,Sri Lanka,bat,ARS Silva,Sri Lanka tour of Bangladesh
2/15/2018,T20,Bangladesh,Sri Lanka,6 wickets,"Shere Bangla National Stadium, Mirpur",2018,male,Bangladesh,bat,BKG Mendis,Sri Lanka tour of Bangladesh
2/18/2018,T20,Bangladesh,Sri Lanka,75 runs,Sylhet International Cricket Stadium,2018,male,Bangladesh,field,BKG Mendis,Sri Lanka tour of Bangladesh
3/6/2018,T20,India,Sri Lanka,5 wickets,"R.Premadasa Stadium, Khettarama",2018,male,Sri Lanka,field,MDKJ Perera,Nidahas Trophy
3/10/2018,T20,Bangladesh,Opponent,5 wickets,"R.Premadasa Stadium, Khettarama",2018,male,Bangladesh,field,Mushfiqur Rahim,Nidahas Trophy
3/12/2018,T20,India,Opponent,6 wickets,"R.Premadasa Stadium, Khettarama",2018,male,India,field,SN Thakur,Nidahas Trophy
3/16/2018,T20,Bangladesh,Opponent,2 wickets,"R.Premadasa Stadium, Khettarama",2018,male,Bangladesh,field,Mahmudullah,Nidahas Trophy
3/22/2018,ODI,Pakistan,Opponent,94 runs,Rangiri Dambulla International Stadium,2018,female,Pakistan,bat,Bismah Maroof,ICC Women's Championship
3/24/2018,ODI,Pakistan,Opponent,108 runs,Rangiri Dambulla International Stadium,2018,female,Pakistan,bat,Sana Mir,ICC Women's Championship
3/28/2018,T20,Pakistan,Opponent,1 wickets,Sinhalese Sports Club Ground,2018,female,Pakistan,field,Javeria Khan,Pakistan Women tour of Sri Lanka
3/30/2018,T20,Pakistan,Sri Lanka,7 wickets,Nondescripts Cricket Club Ground,2018,female,Pakistan,bat,HASD Siriwardene,Pakistan Women tour of Sri Lanka
6/4/2018,T20,Malaysia,Sri Lanka,90 runs,Royal Selangor Club,2018,female,Malaysia,field,NND de Silva,Women's Twenty20 Asia Cup
6/6/2018,T20,Pakistan,Opponent,23 runs,Kinrara Academy Oval,2018,female,Sri Lanka,field,Nida Dar,Women's Twenty20 Asia Cup
6/6/2018,Test,West Indies,Opponent,226 runs,"Queen's Park Oval, Port of Spain",2018,male,West Indies,bat,SO Dowrich,Sri Lanka tour of West Indies
6/7/2018,T20,India,Opponent,7 wickets,Royal Selangor Club,2018,female,Sri Lanka,bat,AA Patil,Women's Twenty20 Asia Cup
6/9/2018,T20,Thailand,Opponent,4 wickets,Royal Selangor Club,2018,female,Thailand,field,W Liengprasert,Women's Twenty20 Asia Cup
6/14/2018,Test,West Indies,Draw,,"Daren Sammy National Cricket Stadium, Gros Islet",2018,male,Sri Lanka,bat,ST Gabriel,Sri Lanka tour of West Indies
6/23/2018,Test,West Indies,Sri Lanka,4 wickets,"Kensington Oval, Bridgetown",2018,male,West Indies,bat,JO Holder,Sri Lanka tour of West Indies
7/12/2018,Test,South Africa,Sri Lanka,278 runs,Galle International Stadium,2018,male,Sri Lanka,bat,FDM Karunaratne,South Africa tour of Sri Lanka
7/20/2018,Test,South Africa,Sri Lanka,199 runs,Sinhalese Sports Club Ground,2018,male,Sri Lanka,bat,FDM Karunaratne,South Africa tour of Sri Lanka
7/29/2018,ODI,South Africa,Opponent,5 wickets,Rangiri Dambulla International Stadium,2018,male,Sri Lanka,bat,T Shamsi,South Africa tour of Sri Lanka
8/1/2018,ODI,South Africa,Opponent,4 wickets,Rangiri Dambulla International Stadium,2018,male,Sri Lanka,bat,Q de Kock,South Africa tour of Sri Lanka
8/5/2018,ODI,South Africa,Opponent,78 runs,Pallekele International Cricket Stadium,2018,male,Sri Lanka,field,RR Hendricks,South Africa tour of Sri Lanka
8/8/2018,ODI,South Africa,Sri Lanka,3 runs,Pallekele International Cricket Stadium,2018,male,South Africa,field,MD Shanaka,South Africa tour of Sri Lanka
8/12/2018,ODI,South Africa,Sri Lanka,178 runs,"R.Premadasa Stadium, Khettarama",2018,male,Sri Lanka,bat,A Dananjaya,South Africa tour of Sri Lanka
8/14/2018,T20,South Africa,Sri Lanka,3 wickets,"R.Premadasa Stadium, Khettarama",2018,male,South Africa,bat,DM de Silva,South Africa tour of Sri Lanka
9/11/2018,ODI,India,Opponent,9 wickets,Galle International Stadium,2018,female,Sri Lanka,bat,,ICC Women's Championship
9/13/2018,ODI,India,Opponent,7 runs,Galle International Stadium,2018,female,India,bat,,ICC Women's Championship
9/15/2018,ODI,Bangladesh,Opponent,137 runs,Dubai International Cricket Stadium,2018,male,Bangladesh,bat,Mushfiqur Rahim,Mens ODI Asia Cup
9/16/2018,ODI,India,Sri Lanka,3 wickets,Chilaw Marians Cricket Club Ground,2018,female,Sri Lanka,field,,ICC Women's Championship
9/21/2018,T20,India,No Result,,Colts Cricket Club Ground,2018,female,India,field,,India Women tour of Sri Lanka
9/22/2018,T20,India,Opponent,5 wickets,Colombo Cricket Club Ground,2018,female,India,field,,India Women tour of Sri Lanka
9/24/2018,T20,India,Opponent,7 wickets,Colombo Cricket Club Ground,2018,female,India,field,,India Women tour of Sri Lanka
9/25/2018,T20,India,Opponent,51 runs,Chilaw Marians Cricket Club Ground,2018,female,Sri Lanka,field,,India Women tour of Sri Lanka
10/10/2018,ODI,England,No Result,,Rangiri Dambulla International Stadium,2018,male,Sri Lanka,field,,England tour of Sri Lanka
10/13/2018,ODI,England,Opponent,31 runs,Rangiri Dambulla International Stadium,2018,male,Sri Lanka,field,EJG Morgan,England tour of Sri Lanka
10/17/2018,ODI,England,Opponent,7 wickets,Pallekele International Cricket Stadium,2018,male,England,field,AU Rashid,England tour of Sri Lanka
10/20/2018,ODI,England,Opponent,18 runs,Pallekele International Cricket Stadium,2018,male,England,field,EJG Morgan,England tour of Sri Lanka
10/23/2018,ODI,England,Sri Lanka,219 runs,"R.Premadasa Stadium, Khettarama",2018,male,Sri Lanka,bat,N Dickwella,England tour of Sri Lanka
10/27/2018,T20,England,Opponent,30 runs,"R.Premadasa Stadium, Khettarama",2018,male,Sri Lanka,field,JL Denly,England tour of Sri Lanka
11/6/2018,Test,England,Opponent,211 runs,Galle International Stadium,2018,male,England,bat,BT Foakes,England tour of Sri Lanka
11/12/2018,T20,South Africa,Opponent,7 wickets,"Daren Sammy National Cricket Stadium, Gros Islet",2018,female,South Africa,field,S Ismail,ICC Women's World Twenty20
11/14/2018,Test,England,Opponent,57 runs,Pallekele International Cricket Stadium,2018,male,England,bat,JE Root,England tour of Sri Lanka
11/14/2018,T20,Bangladesh,Sri Lanka,25 runs,"Daren Sammy National Cricket Stadium, Gros Islet",2018,female,Bangladesh,field,HASD Siriwardene,ICC Women's World Twenty20
11/16/2018,T20,West Indies,Opponent,83 runs,"Daren Sammy National Cricket Stadium, Gros Islet",2018,female,West Indies,bat,HK Matthews,ICC Women's World Twenty20
11/23/2018,Test,England,Opponent,42 runs,Sinhalese Sports Club Ground,2018,male,England,bat,JM Bairstow,England tour of Sri Lanka
12/15/2018,Test,New Zealand,Draw,,"Basin Reserve, Wellington",2018,male,New Zealand,field,TWM Latham,Sri Lanka tour of New Zealand
12/26/2018,Test,New Zealand,Opponent,423 runs,Hagley Oval,2018,male,Sri Lanka,field,TG Southee,Sri Lanka tour of New Zealand
1/3/2019,ODI,New Zealand,Opponent,45 runs,Bay Oval,2019,male,New Zealand,bat,MJ Guptill,Sri Lanka tour of New Zealand
1/5/2019,ODI,New Zealand,Opponent,21 runs,Bay Oval,2019,male,New Zealand,bat,NLTC Perera,Sri Lanka tour of New Zealand
1/8/2019,ODI,New Zealand,Opponent,115 runs,Saxton Oval,2019,male,Sri Lanka,field,LRPL Taylor,Sri Lanka tour of New Zealand
1/11/2019,T20,New Zealand,Opponent,35 runs,Eden Park,2019,male,Sri Lanka,field,DAJ Bracewell,Sri Lanka tour of New Zealand
1/24/2019,Test,Australia,Opponent,40 runs,"Brisbane Cricket Ground, Woolloongabba",2019,male,Sri Lanka,bat,PJ Cummins,Sri Lanka tour of Australia
2/1/2019,T20,South Africa,Opponent,7 wickets,Newlands,2019,female,Sri Lanka,bat,D van Niekerk,Sri Lanka Women tour of South Africa
2/1/2019,Test,Australia,Opponent,366 runs,Manuka Oval,2019,male,Australia,bat,MA Starc,Sri Lanka tour of Australia
2/6/2019,T20,South Africa,Opponent,39 runs,SuperSport Park,2019,female,Sri Lanka,field,S Luus,Sri Lanka Women tour of South Africa
2/11/2019,ODI,South Africa,Opponent,7 runs,Senwes Park,2019,female,Sri Lanka,field,D van Niekerk,Sri Lanka in South Africa ODI Series
2/13/2019,Test,South Africa,Sri Lanka,1 wickets,Kingsmead,2019,male,Sri Lanka,field,MDKJ Perera,Sri Lanka tour of South Africa
2/14/2019,ODI,South Africa,Opponent,30 runs,Senwes Park,2019,female,Sri Lanka,field,M Kapp,Sri Lanka in South Africa ODI Series
2/17/2019,ODI,South Africa,Opponent,6 wickets,Senwes Park,2019,female,Sri Lanka,bat,M du Preez,Sri Lanka in South Africa ODI Series
2/21/2019,Test,South Africa,Sri Lanka,8 wickets,St George's Park,2019,male,South Africa,bat,BKG Mendis,Sri Lanka tour of South Africa
3/3/2019,ODI,South Africa,Opponent,8 wickets,The Wanderers Stadium,2019,male,South Africa,field,F du Plessis,Sri Lanka tour of South Africa
3/6/2019,ODI,South Africa,Opponent,113 runs,SuperSport Park,2019,male,Sri Lanka,field,Q de Kock,Sri Lanka tour of South Africa
3/10/2019,ODI,South Africa,Opponent,71 runs,Kingsmead,2019,male,Sri Lanka,field,Q de Kock,Sri Lanka tour of South Africa
3/13/2019,ODI,South Africa,Opponent,6 wickets,St George's Park,2019,male,South Africa,field,I Udana,Sri Lanka tour of South Africa
3/16/2019,ODI,England,Opponent,154 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019,female,Sri Lanka,field,,England Women in Sri Lanka ODI Series
3/16/2019,ODI,South Africa,Opponent,41 runs,Newlands,2019,male,Sri Lanka,bat,AK Markram,Sri Lanka tour of South Africa
3/18/2019,ODI,England,Opponent,6 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019,female,Sri Lanka,bat,,England Women in Sri Lanka ODI Series
3/19/2019,T20,South Africa,Tie,,Newlands,2019,male,South Africa,field,DA Miller,Sri Lanka tour of South Africa
3/21/2019,ODI,England,Opponent,8 wickets,FTZ Sports Complex (BOI),2019,female,Sri Lanka,bat,,England Women in Sri Lanka ODI Series
3/22/2019,T20,South Africa,Opponent,16 runs,SuperSport Park,2019,male,Sri Lanka,field,HE van der Dussen,Sri Lanka tour of South Africa
3/24/2019,T20,England,Opponent,8 wickets,P Sara Oval,2019,female,Sri Lanka,bat,,England Women tour of Sri Lanka
3/24/2019,T20,South Africa,Opponent,45 runs,The Wanderers Stadium,2019,male,Sri Lanka,field,D Pretorius,Sri Lanka tour of South Africa
3/26/2019,T20,England,Opponent,8 wickets,P Sara Oval,2019,female,Sri Lanka,bat,,England Women tour of Sri Lanka
3/28/2019,T20,England,Opponent,96 runs,P Sara Oval,2019,female,Sri Lanka,field,,England Women tour of Sri Lanka
